Name,Speed,Reactants,Products,Modulus,Temps,States,Effects,Rek,Effect Color,
HNO3_NaOH,0.9,HNO3-NaOH,NaNO3-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
HNO3_KOH,0.9,HNO3-KOH,KNO3-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
HNO3_CaOH2,0.8,HNO3-CaOH2,CaNO32-H2O,2-1-1-2,0-500,4-2,FIZZ,0.08,0xFFFFFF,
HNO3_MgOH2,0.7,HNO3-MgOH2,MgNO32-H2O,2-1-1-2,0-500,4-2,FIZZ,0.07,0xFFFFFF,
HNO3_BaOH2,0.8,HNO3-BaOH2,BaNO32-H2O,2-1-1-2,0-500,4-2,FIZZ,0.08,0xFFFFFF,
HClO4_NaOH,1.0,HClO4-NaOH,NaClO4-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
HClO4_KOH,1.0,HClO4-KOH,KClO4-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
HClO4_CaOH2,0.9,HClO4-CaOH2,CaClO42-H2O,2-1-1-2,0-500,4-2,FIZZ,0.09,0xFFFFFF,
HBr_NaOH,0.9,HBr-NaOH,NaBr-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
HBr_KOH,0.9,HBr-KOH,KBr-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
HI_NaOH,0.9,HI-NaOH,NaI-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
HI_KOH,0.9,HI-KOH,KI-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
HClO3_NaOH,0.8,HClO3-NaOH,NaClO3-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
HClO3_KOH,0.8,HClO3-KOH,KClO3-H2O,1-1-1-1,0-500,4-2,FIZZ,0.1,0xFFFFFF,
CH3COOH_NaOH,0.5,CH3COOH-NaOH,CH3COONa-H2O,1-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFFF,
CH3COOH_KOH,0.5,CH3COOH-KOH,CH3COOK-H2O,1-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFFF,
CH3COOH_CaOH2,0.4,CH3COOH-CaOH2,CaCH3COO2-H2O,2-1-1-2,0-500,4-2,FIZZ,0.04,0xFFFFFF,
H2CO3_NaOH,0.6,H2CO3-NaOH,Na2CO3-H2O,1-2-1-2,0-500,4-2,FIZZ,0.06,0xFFFFFF,
H2CO3_KOH,0.6,H2CO3-KOH,K2CO3-H2O,1-2-1-2,0-500,4-2,FIZZ,0.06,0xFFFFFF,
H3PO4_NaOH,0.6,H3PO4-NaOH,Na2HPO4-H2O,1-2-1-2,0-500,4-2,FIZZ,0.06,0xFFFFFF,
H3PO4_KOH,0.6,H3PO4-KOH,K2HPO4-H2O,1-2-1-2,0-500,4-2,FIZZ,0.06,0xFFFFFF,
H3PO4_CaOH2,0.5,H3PO4-CaOH2,Ca3PO42-H2O,2-3-1-6,0-500,1-2,PRECIPITATE,0.05,0xFFFFFF,
H2S_NaOH,0.4,H2S-NaOH,Na2S-H2O,1-2-1-2,0-500,4-2,FIZZ,0.04,0xFFFFFF,
H2S_KOH,0.4,H2S-KOH,K2S-H2O,1-2-1-2,0-500,4-2,FIZZ,0.04,0xFFFFFF,
HF_NaOH,0.7,HF-NaOH,NaF-H2O,1-1-1-1,0-500,4-2,FIZZ,0.07,0xFFFFFF,
HF_KOH,0.7,HF-KOH,KF-H2O,1-1-1-1,0-500,4-2,FIZZ,0.07,0xFFFFFF,
HCl_Na2CO3,0.7,HCl-Na2CO3,NaCl-NaHCO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
HCl_K2CO3,0.7,HCl-K2CO3,KCl-KHCO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
HCl_CaCO3,0.6,HCl-CaCO3,CaCl2-H2O-CO2,2-1-1-2-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
HCl_MgCO3,0.6,HCl-MgCO3,MgCl2-H2O-CO2,2-1-1-2-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
H2SO4_Na2CO3,0.7,H2SO4-Na2CO3,Na2SO4-NaHCO3,1-1-1-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
H2SO4_K2CO3,0.7,H2SO4-K2CO3,K2SO4-KHCO3,1-1-1-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
H2SO4_CaCO3,0.6,H2SO4-CaCO3,CaSO4-H2O-CO2,1-1-1-1-1,0-500,1-2-3,PRECIPITATE,0.05,0x88FF88,
H2SO4_MgCO3,0.6,H2SO4-MgCO3,MgSO4-H2O-CO2,1-1-1-1-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
HNO3_Na2CO3,0.7,HNO3-Na2CO3,NaNO3-NaHCO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
HNO3_K2CO3,0.7,HNO3-K2CO3,KNO3-KHCO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
HNO3_CaCO3,0.6,HNO3-CaCO3,CaNO32-H2O-CO2,2-1-1-2-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
HCl_NaHCO3,0.8,HCl-NaHCO3,NaCl-H2O-CO2,1-1-1-1-1,0-500,4-2-3,FIZZ,0.08,0x88FF88,
HCl_KHCO3,0.8,HCl-KHCO3,KCl-H2O-CO2,1-1-1-1-1,0-500,4-2-3,FIZZ,0.08,0x88FF88,
H2SO4_NaHCO3,0.8,H2SO4-NaHCO3,NaHSO4-H2O-CO2,1-1-1-1-1,0-500,4-2-3,FIZZ,0.08,0x88FF88,
H2SO4_KHCO3,0.8,H2SO4-KHCO3,KHSO4-H2O-CO2,1-1-1-1-1,0-500,4-2-3,FIZZ,0.08,0x88FF88,
HNO3_NaHCO3,0.8,HNO3-NaHCO3,NaNO3-H2O-CO2,1-1-1-1-1,0-500,4-2-3,FIZZ,0.08,0x88FF88,
HNO3_KHCO3,0.8,HNO3-KHCO3,KNO3-H2O-CO2,1-1-1-1-1,0-500,4-2-3,FIZZ,0.08,0x88FF88,
HCl_Zn,0.7,HCl-Zn,ZnCl2-H2,2-1-1-1,0-500,4-3,BURN3,0.07,0xFFFFFF,
H2SO4_Zn,0.8,H2SO4-Zn,ZnSO4-H2,1-1-1-1,0-500,4-3,BURN3,0.08,0xFFFFFF,
HNO3_Zn,0.5,HNO3-Zn,ZnNO32-NO-H2O,3-8-3-2-4,0-500,4-3,FIZZ,0.05,0xFFFFFF,
HCl_Mg,0.8,HCl-Mg,MgCl2-H2,1-1-1-1,0-500,4-3,BURN3,0.08,0xFFFFFF,
H2SO4_Mg,0.9,H2SO4-Mg,MgSO4-H2,1-1-1-1,0-500,4-3,BURN3,0.09,0xFFFFFF,
HNO3_Mg,0.6,HNO3-Mg,MgNO32-NO-H2O,3-8-3-2-4,0-500,4-3,FIZZ,0.06,0xFFFFFF,
HCl_Fe,0.4,HCl-Fe,FeCl2-H2,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFFFF,
H2SO4_Fe,0.5,H2SO4-Fe,FeSO4-H2,1-1-1-1,0-500,4-3,FIZZ,0.05,0xFFFFFF,
HNO3_Fe,0.3,HNO3-Fe,FeNO32-NO2-H2O,1-6-1-3-3,0-500,4-3,FIZZ,0.03,0xFFFFFF,
HCl_Al,0.6,HCl-Al,AlCl3-H2,2-6-2-3,0-500,4-3,FIZZ,0.06,0xFFFFFF,
H2SO4_Al,0.7,H2SO4-Al,Al2SO43-H2,2-3-1-3,0-500,4-3,BURN3,0.07,0xFFFFFF,
HNO3_Al,0.4,HNO3-Al,AlNO33-NO2-H2O,1-6-1-3-3,0-500,4-3,FIZZ,0.04,0xFFFFFF,
HCl_Cu,0.1,HCl-Cu,CuCl2-H2,1-1-1-1,0-500,4-4,FALSE,0.01,0xFFFFFF,
H2SO4_Cu,0.1,H2SO4-Cu,CuSO4-SO2-H2O,1-2-1-1-2,0-500,4-4,FALSE,0.01,0xFFFFFF,
HNO3_Cu,0.2,HNO3-Cu,CuNO32-NO2-H2O,1-2-1-1-2,0-500,4-3,FIZZ,0.02,0xFFFFFF,
HCl_Mn,0.6,HCl-Mn,MnCl2-H2,1-1-1-1,0-500,4-3,FIZZ,0.06,0xFFFFFF,
H2SO4_Mn,0.7,H2SO4-Mn,MnSO4-H2,1-1-1-1,0-500,4-3,FIZZ,0.07,0xFFFFFF,
HNO3_Mn,0.4,HNO3-Mn,MnNO32-NO-H2O,3-8-3-2-4,0-500,4-3,FIZZ,0.04,0xFFFFFF,
HCl_Ni,0.3,HCl-Ni,NiCl2-H2,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFFFF,
H2SO4_Ni,0.4,H2SO4-Ni,NiSO4-H2,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFFFF,
HNO3_Ni,0.3,HNO3-Ni,NiNO32-NO2-H2O,1-6-1-3-3,0-500,4-3,FIZZ,0.03,0xFFFFFF,
HCl_Co,0.3,HCl-Co,CoCl2-H2,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFFFF,
H2SO4_Co,0.4,H2SO4-Co,CoSO4-H2,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFFFF,
HNO3_Co,0.3,HNO3-Co,CoNO32-NO-H2O,3-8-3-2-4,0-500,4-3,FIZZ,0.03,0xFFFFFF,
HCl_Pb,0.2,HCl-Pb,PbCl2-H2,2-2-1-1,0-500,1-3,FIZZ,0.02,0xFFFFFF,
H2SO4_Pb,0.2,H2SO4-Pb,PbSO4-H2,1-1-1-1,0-500,1-3,FIZZ,0.02,0xFFFFFF,
HNO3_Pb,0.2,HNO3-Pb,PbNO32-NO2-H2O,1-2-1-1-2,0-500,4-3,FIZZ,0.02,0xFFFFFF,
HCl_Sn,0.3,HCl-Sn,SnCl2-H2,2-2-1-1,0-500,4-3,FIZZ,0.03,0xFFFFFF,
H2SO4_Sn,0.3,H2SO4-Sn,SnSO4-H2,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFFFF,
HNO3_Sn,0.2,HNO3-Sn,SnNO32-NO2-H2O,1-2-1-1-2,0-500,4-3,FIZZ,0.02,0xFFFFFF,
HCl_ZnO,0.6,HCl-ZnO,ZnCl2-H2O,2-1-1-1,0-500,4-2,FIZZ,0.06,0xFFFFFF,
H2SO4_ZnO,0.6,H2SO4-ZnO,ZnSO4-H2O,1-1-1-1,0-500,4-2,FIZZ,0.06,0xFFFFFF,
HNO3_ZnO,0.6,HNO3-ZnO,ZnNO32-H2O,1-1-1-1,0-500,4-2,FIZZ,0.06,0xFFFFFF,
HCl_MgO,0.7,HCl-MgO,MgCl2-H2O,2-1-1-1,0-500,4-2,FIZZ,0.07,0xFFFFFF,
H2SO4_MgO,0.7,H2SO4-MgO,MgSO4-H2O,1-1-1-1,0-500,4-2,FIZZ,0.07,0xFFFFFF,
HNO3_MgO,0.7,HNO3-MgO,MgNO32-H2O,1-1-1-1,0-500,4-2,FIZZ,0.07,0xFFFFFF,
HCl_CaO,0.8,HCl-CaO,CaCl2-H2O,2-1-1-1,0-500,4-2,FIZZ,0.08,0xFFFFFF,
H2SO4_CaO,0.8,H2SO4-CaO,CaSO4-H2O,1-1-1-1,0-500,1-2,PRECIPITATE,0.05,0xFFFFFF,
HNO3_CaO,0.8,HNO3-CaO,CaNO32-H2O,1-1-1-1,0-500,4-2,FIZZ,0.08,0xFFFFFF,
HCl_FeO,0.5,HCl-FeO,FeCl2-H2O,2-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFFF,
H2SO4_FeO,0.5,H2SO4-FeO,FeSO4-H2O,1-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFFF,
HNO3_FeO,0.5,HNO3-FeO,FeNO32-H2O,1-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFFF,
HCl_Fe2O3,0.3,HCl-Fe2O3,FeCl3-H2O,6-1-2-3,0-500,4-2,FIZZ,0.03,0xCC6633,
H2SO4_Fe2O3,0.3,H2SO4-Fe2O3,Fe2SO43-H2O,3-1-1-3,0-500,4-2,FIZZ,0.03,0xCC6633,
HNO3_Fe2O3,0.3,HNO3-Fe2O3,FeNO33-H2O,1-1-1-1,0-500,4-2,FIZZ,0.03,0xCC6633,
HCl_CuO,0.4,HCl-CuO,CuCl2-H2O,2-1-1-1,0-500,4-2,FIZZ,0.04,0xFFFFFF,
H2SO4_CuO,0.4,H2SO4-CuO,CuSO4-H2O,1-1-1-1,0-500,4-2,FIZZ,0.04,0x3399FF,
HNO3_CuO,0.4,HNO3-CuO,CuNO32-H2O,1-1-1-1,0-500,4-2,FIZZ,0.04,0x3399FF,
HCl_Al2O3,0.3,HCl-Al2O3,AlCl3-H2O,6-1-2-3,0-500,4-2,FIZZ,0.03,0xFFFFFF,
H2SO4_Al2O3,0.3,H2SO4-Al2O3,Al2SO43-H2O,3-1-1-3,0-500,4-2,FIZZ,0.03,0xFFFFFF,
HNO3_Al2O3,0.3,HNO3-Al2O3,AlNO33-H2O,1-1-1-1,0-500,4-2,FIZZ,0.03,0xFFFFFF,
HCl_PbO,0.5,HCl-PbO,PbCl2-H2O,2-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFFF,
H2SO4_PbO,0.5,H2SO4-PbO,PbSO4-H2O,1-1-1-1,0-500,1-2,PRECIPITATE,0.03,0xFFFF99,
HNO3_PbO,0.5,HNO3-PbO,PbNO32-H2O,1-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFFF,
HCl_PbO2,0.4,HCl-PbO2,PbCl4-H2O,4-1-1-2,0-500,4-2,FIZZ,0.04,0xFFFFFF,
H2SO4_PbO2,0.4,H2SO4-PbO2,PbSO4-SO2-H2O,2-1-1-1-2,0-500,1-4,FIZZ,0.03,0xFFFF99,
HNO3_PbO2,0.4,HNO3-PbO2,PbNO32-NO2-H2O,1-2-1-1-2,0-500,4-3,FIZZ,0.04,0xFFFFFF,
HCl_NiO,0.4,HCl-NiO,NiCl2-H2O,2-1-1-1,0-500,4-2,FIZZ,0.04,0xFFFFFF,
H2SO4_NiO,0.4,H2SO4-NiO,NiSO4-H2O,1-1-1-1,0-500,4-2,FIZZ,0.04,0xFFFFFF,
HNO3_NiO,0.4,HNO3-NiO,NiNO32-H2O,1-1-1-1,0-500,4-2,FIZZ,0.04,0xFFFFFF,
HCl_CoO,0.4,HCl-CoO,CoCl2-H2O,2-1-1-1,0-500,4-2,FIZZ,0.04,0xFFFFFF,
H2SO4_CoO,0.4,H2SO4-CoO,CoSO4-H2O,1-1-1-1,0-500,4-2,FIZZ,0.04,0xFFFFFF,
HNO3_CoO,0.4,HNO3-CoO,CoNO32-H2O,1-1-1-1,0-500,4-2,FIZZ,0.04,0xFFFFFF,
HCl_MnO2,0.3,HCl-MnO2,MnCl2-Cl2-H2O,4-1-1-1-2,0-500,4-3,FIZZ,0.03,0xFFFFFF,
H2SO4_MnO2,0.3,H2SO4-MnO2,MnSO4-SO2-H2O,2-1-1-1-2,0-500,4-3,FIZZ,0.03,0xFFFFFF,
HNO3_MnO2,0.3,HNO3-MnO2,MnNO32-NO2-H2O,1-2-1-1-2,0-500,4-3,FIZZ,0.03,0xFFFFFF,
HCl_Cr2O3,0.3,HCl-Cr2O3,CrCl3-H2O,6-1-2-3,0-500,4-2,FIZZ,0.03,0x66CC66,
H2SO4_Cr2O3,0.3,H2SO4-Cr2O3,Cr2SO43-H2O,3-1-1-3,0-500,4-2,FIZZ,0.03,0x66CC66,
HNO3_Cr2O3,0.3,HNO3-Cr2O3,CrNO33-H2O,1-1-1-1,0-500,4-2,FIZZ,0.03,0x66CC66,
HCl_NH3,0.8,HCl-NH3,NH4Cl,1-1-1,0-500,4,FIZZ,0.08,0xFFFFFF,
H2SO4_NH3,0.8,H2SO4-NH3,NH42SO4,1-2-1,0-500,4,FIZZ,0.08,0xFFFFFF,
HNO3_NH3,0.8,HNO3-NH3,NH4NO3,1-1-1,0-500,4,FIZZ,0.08,0xFFFFFF,
HClO4_NH3,0.8,HClO4-NH3,NH4ClO4,1-1-1,0-500,4,FIZZ,0.08,0xFFFFFF,
HBr_NH3,0.8,HBr-NH3,NH4Br,1-1-1,0-500,4,FIZZ,0.08,0xFFFFFF,
HI_NH3,0.8,HI-NH3,NH4I,1-1-1,0-500,4,FIZZ,0.08,0xFFFFFF,
CH3COOH_NH3,0.4,CH3COOH-NH3,CH3COONH4,1-1-1,0-500,4,FIZZ,0.04,0xFFFFFF,
H2CO3_NH3,0.5,H2CO3-NH3,NH42CO3,1-2-1,0-500,4,FIZZ,0.05,0xFFFFFF,
H3PO4_NH3,0.5,H3PO4-NH3,NH42HPO4,1-2-1,0-500,4,FIZZ,0.05,0xFFFFFF,
H2S_NH3,0.4,H2S-NH3,NH42S,1-2-1,0-500,4,FIZZ,0.04,0xFFFF99,
HF_NH3,0.5,HF-NH3,NH4F,1-1-1,0-500,4,FIZZ,0.05,0xFFFFFF,
HCl_CaCO3,0.6,HCl-CaCO3,CaCl2-H2O-CO2,2-1-1-2-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
HCl_MgCO3,0.6,HCl-MgCO3,MgCl2-H2O-CO2,2-1-1-2-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
HCl_BaCO3,0.6,HCl-BaCO3,BaCl2-H2O-CO2,2-1-1-2-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
H2SO4_BaCO3,0.6,H2SO4-BaCO3,BaSO4-H2O-CO2,1-1-1-1-1,0-500,1-2-3,PRECIPITATE,0.05,0x88FF88,
HNO3_BaCO3,0.6,HNO3-BaCO3,BaNO32-H2O-CO2,2-1-1-2-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
H2SO4_SrCO3,0.6,H2SO4-SrCO3,SrSO4-H2O-CO2,1-1-1-1-1,0-500,1-2-3,PRECIPITATE,0.05,0x88FF88,
HNO3_SrCO3,0.6,HNO3-SrCO3,SrNO32-H2O-CO2,2-1-1-2-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
HCl_SrCO3,0.6,HCl-SrCO3,SrCl2-H2O-CO2,2-1-1-2-1,0-500,4-2-3,FIZZ,0.06,0x88FF88,
HCl_Li2CO3,0.7,HCl-Li2CO3,LiCl-LiHCO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
H2SO4_Li2CO3,0.7,H2SO4-Li2CO3,Li2SO4-LiHCO3,1-1-1-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
HNO3_Li2CO3,0.7,HNO3-Li2CO3,LiNO3-LiHCO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
CitricAcid_NaOH,0.4,CitricAcid-NaOH,Na3Citrate-H2O,1-3-1-3,0-500,4-2,FIZZ,0.04,0xFFFFFF,
CitricAcid_KOH,0.4,CitricAcid-KOH,K3Citrate-H2O,1-3-1-3,0-500,4-2,FIZZ,0.04,0xFFFFFF,
CitricAcid_CaOH2,0.3,CitricAcid-CaOH2,Ca3Citrate2-H2O,2-3-1-4,0-500,1-2,PRECIPITATE,0.03,0xFFFFFF,
TartaricAcid_NaOH,0.5,TartaricAcid-NaOH,Na2Tartrate-H2O,1-2-1-2,0-500,4-2,FIZZ,0.05,0xFFFFFF,
TartaricAcid_KOH,0.5,TartaricAcid-KOH,K2Tartrate-H2O,1-2-1-2,0-500,4-2,FIZZ,0.05,0xFFFFFF,
TartaricAcid_CaOH2,0.4,TartaricAcid-CaOH2,CaTartrate-H2O,1-1-1-1,0-500,1-2,PRECIPITATE,0.04,0xFFFFFF,
OxalicAcid_NaOH,0.6,OxalicAcid-NaOH,Na2Oxalate-H2O,1-2-1-2,0-500,4-2,FIZZ,0.06,0xFFFFFF,
OxalicAcid_KOH,0.6,OxalicAcid-KOH,K2Oxalate-H2O,1-2-1-2,0-500,4-2,FIZZ,0.06,0xFFFFFF,
OxalicAcid_CaOH2,0.5,OxalicAcid-CaOH2,CaOxalate-H2O,1-1-1-1,0-500,1-2,PRECIPITATE,0.05,0xFFFFFF,
MalicAcid_NaOH,0.5,MalicAcid-NaOH,Na2Malate-H2O,1-2-1-2,0-500,4-2,FIZZ,0.05,0xFFFFFF,
MalicAcid_KOH,0.5,MalicAcid-KOH,K2Malate-H2O,1-2-1-2,0-500,4-2,FIZZ,0.05,0xFFFFFF,
LacticAcid_NaOH,0.5,LacticAcid-NaOH,NaLactate-H2O,1-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFCC,
LacticAcid_KOH,0.5,LacticAcid-KOH,KLactate-H2O,1-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFCC,
BenzoicAcid_NaOH,0.4,BenzoicAcid-NaOH,BenzoateNa-H2O,1-1-1-1,0-500,4-2,FIZZ,0.04,0xFFFFFF,
BenzoicAcid_KOH,0.4,BenzoicAcid-KOH,BenzoateK-H2O,1-1-1-1,0-500,4-2,FIZZ,0.04,0xFFFFFF,
SalicylicAcid_NaOH,0.5,SalicylicAcid-NaOH,SalicylateNa-H2O,1-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFFF,
SalicylicAcid_KOH,0.5,SalicylicAcid-KOH,SalicylateK-H2O,1-1-1-1,0-500,4-2,FIZZ,0.05,0xFFFFFF,
H2SO4_BaCl2,0.8,H2SO4-BaCl2,BaSO4-HCl,1-1-1-2,0-500,1-4,PRECIPITATE,0.05,0xFFFFFF,
H2SO4_CaCl2,0.3,H2SO4-CaCl2,CaSO4-HCl,1-1-1-2,0-100,1-4,PRECIPITATE,0.03,0xFFFFFF,
H2SO4_PbNO32,0.9,H2SO4-PbNO32,PbSO4-HNO3,1-1-1-2,0-500,1-4,PRECIPITATE,0.05,0xFFFF99,
HCl_AgNO3,0.8,HCl-AgNO3,AgCl-HNO3,1-1-1-1,0-500,1-4,PRECIPITATE,0.05,0xFFFFFF,
HNO3_AgNO3,0.2,HNO3-AgNO3,AgNO3-NO2-H2O,2-2-2-1-1,0-500,4-3,FIZZ,0.02,0xFFFFFF,
H2SO4_AgNO3,0.3,H2SO4-AgNO3,Ag2SO4-HNO3,1-2-1-2,0-500,1-4,PRECIPITATE,0.03,0xFFFFFF,
HCl_HgNO32,0.7,HCl-HgNO32,HgCl2-HNO3,2-1-1-2,0-500,4-4,FALSE,0.05,0xFFFFFF,
H2SO4_CuNO32,0.4,H2SO4-CuNO32,CuSO4-HNO3,1-1-1-2,0-500,4-4,FALSE,0.04,0x3399FF,
H2SO4_FeSO4,0.3,H2SO4-FeSO4,Fe2SO43-Fe,3-1-1-3,0-500,4-1,FALSE,0.03,0x99CC66,
HCl_Na2S,0.5,HCl-Na2S,NaCl-H2S,2-1-2-1,0-500,4-3,FIZZ,0.05,0xFFFF99,
H2SO4_Na2S,0.5,H2SO4-Na2S,Na2SO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.05,0xFFFF99,
HNO3_Na2S,0.5,HNO3-Na2S,NaNO3-NO-S-H2O,2-1-2-1-2,0-500,4-3,FIZZ,0.05,0xFFFF99,
HCl_K2S,0.5,HCl-K2S,KCl-H2S,2-1-2-1,0-500,4-3,FIZZ,0.05,0xFFFF99,
H2SO4_K2S,0.5,H2SO4-K2S,K2SO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.05,0xFFFF99,
HNO3_K2S,0.5,HNO3-K2S,KNO3-NO-S-H2O,2-1-2-1-2,0-500,4-3,FIZZ,0.05,0xFFFF99,
HCl_FeS,0.4,HCl-FeS,FeCl2-H2S,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFF99,
H2SO4_FeS,0.4,H2SO4-FeS,FeSO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFF99,
HNO3_FeS,0.4,HNO3-FeS,FeNO32-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.04,0xFFFF99,
HCl_CuS,0.3,HCl-CuS,CuCl2-H2S,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFF99,
H2SO4_CuS,0.3,H2SO4-CuS,CuSO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFF99,
HNO3_CuS,0.3,HNO3-CuS,CuNO32-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.03,0xFFFF99,
HCl_PbS,0.4,HCl-PbS,PbCl2-H2S,1-1-1-1,0-500,1-3,FIZZ,0.04,0x333333,
H2SO4_PbS,0.4,H2SO4-PbS,PbSO4-H2S,1-1-1-1,0-500,1-3,FIZZ,0.04,0x333333,
HNO3_PbS,0.4,HNO3-PbS,PbNO32-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.04,0x333333,
HCl_HgS,0.3,HCl-HgS,HgCl2-H2S,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFF99,
H2SO4_HgS,0.3,H2SO4-HgS,HgSO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFF99,
HNO3_HgS,0.3,HNO3-HgS,HgNO32-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.03,0xFFFF99,
HCl_Ag2S,0.3,HCl-Ag2S,AgCl-H2S,2-1-2-1,0-500,1-3,FIZZ,0.03,0x333333,
H2SO4_Ag2S,0.3,H2SO4-Ag2S,Ag2SO4-H2S,1-1-1-1,0-500,1-3,FIZZ,0.03,0x333333,
HNO3_Ag2S,0.3,HNO3-Ag2S,AgNO3-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.03,0x333333,
